Rk,Yr,Ht,Player,Team,Conf,G,Role,Min%,PRPG!,D-PRPG,BPM,OBPM,DBPM,ORtg,D-Rtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl
521,Sr,6-0,Brayden Maldonado,Seattle,WCC,30,Scoring PG,72,2.6,3.9,5,2.7,2.3,110.3,98.5,23.8,51.3,56.1,1.8,11.6,20.1,12.3,0.5,2.7
522,So,6-3,Justin Pippen,California,ACC,31,Scoring PG,71.8,2.6,3.9,5.5,2.4,3,104,97.8,27.2,44.2,51.5,2.6,11.7,29.4,17.3,2.2,3.4
523,Sr,6-3,Tayton Conerway,Indiana,B10,29,Scoring PG,47.7,2.6,2.6,6.3,3.3,3,114.7,99.7,25.1,61.1,63.9,4.3,11.5,31.6,22.6,0.9,3
524,Sr,6-1,Leland Walker,Wyoming,MWC,32,Scoring PG,71.4,2.6,2.6,1.6,2.1,-0.5,107.8,108,27,45.8,52.1,3.5,9.3,26.7,17.2,0.9,1.7
525,So,6-3,Bryce Lindsay,Villanova,BE,33,Combo G,70.7,2.6,2.9,2.1,2,0.1,110.9,105.3,21.5,49.6,52.8,2.3,6.4,13.5,11.2,0,1.5
526,Sr,6-3,Dylan Andrews,Boise St.,MWC,30,Combo G,71.8,2.6,2.9,2.2,2,0.2,109.8,105.6,23.4,45.3,54.6,0.9,9.8,20.2,17.5,0.3,1.3
527,Jr,6-8,Eric Dailey Jr.,UCLA,B10,35,Wing F,66.5,2.6,3.4,3.8,2.4,1.4,110.7,98.5,21.6,53.4,55.9,6.8,18.7,9.5,13.7,1.2,1.9
528,Fr,6-5,CJ Shaw,UC Santa Barbara,BW,30,Combo G,72.3,2.6,2,1.3,1.8,-0.5,118.9,114.2,19,58.8,64.5,2.7,5.1,15,19.2,0.4,2
529,So,6-9,Grant Randall,Quinnipiac,MAAC,31,Wing F,79.1,2.6,2.8,1.3,1,0.3,124.9,109.2,15.6,53.6,57.2,7.4,16.2,4.6,6.3,2.4,1.7
530,Jr,6-2,Malik Mack,Georgetown,BE,34,Scoring PG,79.8,2.6,3,1.6,1.8,-0.2,104.9,107.3,24.2,45,50.2,1.5,9.1,26.1,15.3,0.5,1.6
531,Sr,6-9,AJ Casey,Evansville,MVC,30,Wing F,75,2.6,2.4,1.6,1.8,-0.1,108.1,111.6,24.9,54.8,58.4,7.6,16.4,16.7,16.6,2.4,2.3
532,Fr,7-0,Malachi Moreno,Kentucky,SEC,36,C,56.4,2.6,3.1,6.4,2.7,3.7,121.9,95.3,18.2,58.2,62.3,12.2,18.9,13.6,17.7,7.3,1.3
533,Jr,6-4,Khaden Bennett,Wyoming,MWC,32,Combo G,70.6,2.6,3,4.2,2.1,2.2,118.1,103.6,19,49.4,55.4,6,14.6,17.8,14.4,0.4,3.1
534,So,6-4,Andre Mills,Maryland,B10,33,Wing G,66.3,2.6,2.4,2.7,2.8,-0.1,108.2,108.2,24.4,49.2,53.3,5.8,12.6,14.5,15.7,1.4,1.2
535,Sr,6-9,Brenen Lorient,West Virginia,B12,34,PF/C,70.1,2.6,3.8,6,2.4,3.6,111.5,96.3,21.8,58,59.6,7.4,13.9,14.7,18.8,5.3,1.4
536,Sr,6-8,Alex Steen,Florida St.,ACC,32,C,48,2.6,2.2,4.1,2.8,1.2,130.9,102.4,16.5,63.2,66.3,15,16.8,7.8,14.9,4.3,1.9
537,So,6-4,Jeremiah Johnson,Campbell,CAA,32,Wing G,82.6,2.5,2.1,-0.7,0.8,-1.5,112,115.9,21.5,50.3,58.3,2.1,10.7,11.9,17.5,0.5,1.2
538,Sr,6-2,Nate Calmese,Wake Forest,ACC,26,Pure PG,45.3,2.5,2.4,4.7,4,0.7,114.2,106.1,23,55.5,57.1,1.7,7.5,35.6,18.9,0.6,3
539,Jr,6-1,Brandon Rechsteiner,Colorado St.,MWC,33,Combo G,70.1,2.5,2.2,2.1,3.1,-1,113.6,111.3,21.7,58.5,60.3,2.4,7.2,19.1,17.9,0.3,1.7
540,So,6-11,Sebastian Rancik,Colorado,B12,29,Stretch 4,61,2.5,2.8,3,2.1,0.8,110.3,105.2,22.3,48,56.3,4.8,18.2,12.4,15.8,1.9,1.9
541,Fr,6-7,Nasir Meyer,Wyoming,MWC,30,Wing G,65.1,2.5,2.8,3.5,3,0.5,112.7,105.5,22.9,53.6,57,4.4,16.9,17.4,16.7,0.3,2.1
542,So,6-6,Jelani Hamilton,Georgia St.,SB,26,Combo G,68.2,2.5,2.7,2.6,2,0.6,106.7,109.6,28.9,43.6,53.2,2.6,13.2,18.1,12.3,1.2,3.3
543,Jr,6-0,Jaden Winston,Manhattan,MAAC,31,Scoring PG,88.2,2.5,1.7,0,0.3,-0.3,111.1,120.4,23,51.2,57.5,2.1,7.5,22.9,16.9,0.1,4.2
544,So,6-9,Elijah Price,Nevada,MWC,37,PF/C,73.9,2.5,4,3.9,1.1,2.7,109.7,95.7,23.3,46.3,56.5,9.3,24.4,7.5,16.2,7.1,2.4
545,Sr,6-5,Oziyah Sellers,St. John's,BE,37,Wing G,71.3,2.5,3.6,2.9,1.1,1.8,118,98.3,15.5,51.3,54.7,1.9,8.6,10,8.6,1,1.1
546,Jr,6-4,RJ Johnson,Kennesaw St.,CUSA,31,Scoring PG,70.3,2.5,2.3,2.2,2.7,-0.4,110.8,111.4,25.2,51.3,53.9,2.2,9,27.7,15.3,1.3,2.2
547,Sr,6-3,Brent Bland,Saint Peter's,MAAC,28,Wing G,83.5,2.5,3,2.9,2,0.9,118,108.1,19,50,54.7,4.3,13.6,9.6,10.2,1.3,3.4
548,Sr,6-5,Nasir Mann,Queens,ASun,34,Wing G,75.3,2.5,1.9,0.8,2.1,-1.3,118.7,116.3,21.5,54.8,58.8,5.6,15.9,16.2,14.1,0.6,2.1
549,Sr,6-6,Kowacie Reeves Jr.,Georgia Tech,ACC,29,Wing G,70.4,2.5,2.9,3,2.5,0.5,110.5,106.6,21.5,54.4,57.3,3,10.5,8.1,12.2,2.5,1.7
550,Fr,6-11,Chris Cenac Jr,Houston,B12,37,PF/C,61.8,2.5,4.2,6.1,3.1,3,116.1,85.2,19.5,53.6,54.6,10.1,26.1,5.5,11.4,2.6,1.9
551,Jr,7-1,Christian Reeves,Charleston,CAA,30,C,51.5,2.5,2.4,4.5,4.1,0.5,125.1,102.5,22.3,65.2,65,15,24.4,4,11.4,7.7,0.7
552,Sr,6-5,Kobe Knox,South Carolina,SEC,32,Wing G,74.1,2.5,3,2.7,1,1.6,116,105.3,18.4,54.1,59.2,4.5,9.7,13.7,14.1,0.7,2.1
553,Sr,6-7,Michael Imariagbe,Wright St.,Horz,32,PF/C,59.3,2.5,2.3,2.4,2.2,0.2,118.6,107.1,25,58.9,62,13.3,21.6,14.3,17.7,3.3,1.3
554,So,6-10,Jovan Milicevic,Xavier,BE,33,Stretch 4,64.9,2.5,2.3,1.7,2.3,-0.7,110.6,108.8,21.8,54.9,57.2,5.5,11.6,10.2,12.6,2.4,1.4
555,So,6-4,Nyle Ralph-Beyer,Sacred Heart,MAAC,30,Wing G,72,2.5,1.2,0,2.9,-2.9,119.4,123.3,18.9,59.6,61.6,4,10.3,4.9,10.1,0.6,0.9
556,Jr,6-7,Bobby Durkin,Minnesota,B10,33,Wing G,81,2.5,3.4,3.4,2.4,1,119.5,104.2,14.6,58.8,61,2.3,10.1,11.5,10.5,0.6,1.6
557,Sr,6-5,Rylan Griffen,Texas A&M,SEC,32,Scoring PG,59.8,2.5,3.1,6.7,3.5,3.1,117.7,99.7,19.2,57.7,60.9,3,8.4,16.8,16.6,1.9,3.3
558,Sr,6-3,Ty Harper,Oral Roberts,Sum,29,Combo G,70.3,2.5,1.7,-0.3,2.1,-2.4,104.8,117.3,32.6,48.1,54.9,3.3,8,20.3,16.9,0.4,1.9
559,Sr,6-4,Justice Williams,Western Michigan,MAC,18,Wing G,46.5,2.5,1.6,-0.2,2.3,-2.5,111.7,119,23.9,50.2,55.4,3.3,10.1,13.6,12.5,0,1.2
560,Jr,6-3,Kahlil Singleton,Canisius,MAAC,29,Wing G,84.3,2.5,1.6,-1,1.4,-2.4,120.4,121.5,17.2,53.9,57.9,1.9,8.8,6.5,5.7,0.3,0.4
561,So,6-9,Drew Scharnowski,Belmont,MVC,30,C,52.2,2.5,2.5,6.4,3.5,2.9,116.7,101.2,25.7,68.3,62.5,12.7,19.5,22.1,17.9,7.9,2
562,Sr,6-2,Tyler Cochran,Rhode Island,A10,32,Wing G,76.6,2.5,4.2,6.3,2.5,3.8,106.9,95.1,26.4,50.3,54.6,5.3,19.2,13.8,15.4,0.8,5.2
563,Sr,6-5,Jaidon Lipscomb,Cleveland St.,Horz,30,Scoring PG,69.1,2.5,1.1,1.6,3.8,-2.2,118.5,122.7,21.4,61.4,64.6,1.7,11.1,20.7,18,1.2,2.4
564,Jr,6-6,LeJuan Watts,Texas Tech,B12,33,Wing F,66.1,2.5,3.4,2.1,0.8,1.3,104.8,98.3,25.6,47.5,53.4,8,16.7,15.7,20.9,0.9,1.4
565,Sr,6-3,Dion Brown,Saint Louis,A10,34,Wing G,59.8,2.5,3,3.8,2,1.8,119.1,97.9,20.2,65.2,66.5,7.1,16.9,12,19.9,1.4,1.8
566,Jr,6-4,Braeden Shrewsberry,Notre Dame,ACC,31,Combo G,80.4,2.5,2.8,1.8,2.2,-0.3,113.6,109.5,17.3,53.2,55.5,0.2,10.7,11.4,11.9,0.5,0.8
567,Jr,6-7,Frankquon Sherman,Kennesaw St.,CUSA,32,Stretch 4,64.5,2.5,2.7,1.9,2.1,-0.2,120.2,104.4,19.9,52.1,57.6,13.7,22.2,7.5,13.4,3.2,2.1
568,Jr,6-3,Ace Valentine,UMBC,AE,30,Combo G,78.9,2.5,2.6,1.1,0.8,0.2,121.8,111.4,18.6,58.5,61.5,0.4,13.3,21.8,13.4,0.1,1.6
569,Jr,6-4,KJ Lewis,Georgetown,BE,28,Combo G,61.1,2.5,3.6,5.2,2.1,3.1,102.6,99.2,27.6,45.6,51.5,4.6,15,18,16,2.2,4.2
570,Sr,6-5,Ethan Roberts,Penn,Ivy,22,Combo G,58.4,2.5,2.7,0.5,0.9,-0.4,106.7,109.3,27.3,45.2,52.4,2.9,11.4,15.9,12.5,0.5,1.7
571,Sr,6-6,Jamal West Jr.,UTEP,CUSA,28,Wing F,79.2,2.5,2.9,1.2,0.7,0.5,109,107.5,24.3,54.1,57.7,8.1,16.7,10.6,15.4,5.3,1.7
572,Jr,6-3,Josh Pascarelli,Colorado St.,MWC,26,Wing G,52.4,2.5,2.2,2.2,2.8,-0.6,121.8,111,17.1,60,61.6,3.6,9.8,10.5,11.6,0.2,1.5
573,Fr,6-4,Cayden Boozer,Duke,ACC,38,Scoring PG,57,2.5,3.3,5.2,1.8,3.4,119.6,92.8,18,54.8,59.2,2.4,8.6,22.2,19.6,0.4,2.1
574,So,6-2,Styles Phipps,Pepperdine,WCC,30,Scoring PG,85.2,2.5,2.7,0.6,0.8,-0.2,104.6,111.6,24.9,45,51.9,6.5,13.6,31.8,19.4,0.5,2.5
575,Jr,6-9,Cam Manyawu,Iowa,B10,37,C,47.8,2.4,2.6,5.9,2.8,3,125,94.7,18.5,63.1,62.7,12.9,19.9,10.9,13.6,3.8,2.7
576,Fr,6-1,Joel Foxwell,Portland,WCC,32,Pure PG,88.9,2.4,3,1.1,1.9,-0.8,102.2,110.2,26.9,47.2,50.9,2,11.8,36.8,18.6,0.3,2.2
577,Sr,6-7,Connor Hollenbeck,Idaho St.,BSky,30,Wing F,74.9,2.4,1.8,-0.3,1.5,-1.8,113.4,117,22.5,52.2,57.8,7.3,12.5,10.9,16.7,1.1,1.9
578,So,6-8,Will Hornseth,Northern Iowa,MVC,34,Wing F,65,2.4,3.3,4.6,2.5,2.2,112.6,98.9,23.4,61.1,60.3,6.3,15.1,18.5,15,3.1,1.2
579,Sr,6-4,George Marshall,Morehead St.,OVC,30,Wing G,77.3,2.4,1.7,1,1.9,-0.9,115.2,118.2,22.2,50.3,57.7,3.9,12.4,11.2,15.6,1.1,2.3
580,Sr,6-4,Justin Allen,Green Bay,Horz,30,Wing G,65.7,2.4,1.6,-0.5,1.6,-2.1,112.5,117.2,26.4,52.1,57.2,3.7,13.9,14.3,11.1,0.5,1.2
581,Sr,6-3,Dallin Hall,Virginia,ACC,36,Scoring PG,69.9,2.4,3.3,3.7,1.1,2.6,124.1,100.7,13.9,50.9,54.9,5.1,9,24.8,20.3,0.3,1.8
582,So,6-4,Roberts Blums,Davidson,A10,30,Wing G,53,2.4,2.2,5.4,5.8,-0.4,113.9,106.6,25.4,57.7,58.7,3.3,15.3,10.5,10.3,0,1.5
583,Jr,6-3,Trevian Carson,North Dakota St.,Sum,32,Wing G,80.4,2.4,3.4,4.3,2.3,2,118.5,104,19.2,54.5,57.2,7.3,16.5,16.4,15.4,1.7,3.1
584,So,6-6,Adrian Myers,San Jose St.,MWC,28,Stretch 4,61.9,2.4,2,1.4,2.8,-1.4,113,114.5,20.2,52.1,54.4,7.2,14.8,7.7,11,3.1,2.1
585,Sr,6-10,Tre-Vaughn Minott,Portland St.,BSky,28,C,73.4,2.4,3.4,1.5,0.5,1,128,101.3,15,67.5,67.4,13.6,21.4,2.1,14,4.8,1.1
586,Jr,6-5,Vaughn Weems,Nevada,MWC,34,Wing G,56.5,2.4,2.7,4.9,3.3,1.6,120.9,103,18.3,60.4,63.9,7.7,12.1,7.2,15,1.4,2.4
587,Sr,6-2,Deyton Albury,New Mexico,MWC,34,Combo G,58.8,2.4,3.2,4.5,1.4,3.1,111.5,97.2,24.1,55.4,61.4,2.7,14.3,21.4,21.3,0.8,3.2
588,Jr,6-5,Dorian Finister,Louisiana,SB,31,Wing G,76.3,2.4,2.4,2,2.4,-0.4,109.2,113.4,25,50.7,55.8,4.7,13.4,14.5,14.2,1.8,2.1
589,So,6-1,Fred Payne,Boston College,ACC,31,Combo G,85.3,2.4,3.8,3.7,2.1,1.6,104.6,102.5,24.7,47.2,49.8,2.2,11.3,18.7,10,0.5,2
590,Sr,6-0,Micah Thomas,Northwestern St.,Slnd,30,Scoring PG,76.4,2.4,1.8,-1.1,1.3,-2.3,103.2,117.9,30.2,47.1,54.3,1.2,6.6,22.5,16.1,0.5,1.5
591,Jr,6-6,"Dennis Parker, Jr.",Radford,BSth,29,Wing G,74.6,2.4,2.4,2.1,2.9,-0.8,109.2,111.1,28.2,55.2,58,6.2,15.9,9.5,15.5,2,2.8
592,Jr,6-6,Kellen Thames,Saint Louis,A10,32,Wing G,40.4,2.4,2.5,9.3,5.2,4.1,122.4,92,24.8,64.9,65.1,10,18.3,19.5,16.6,1,4.1
593,Sr,6-9,Anquan Hill,Sacred Heart,MAAC,26,Stretch 4,66.2,2.4,1.7,-1.8,0.7,-2.6,108.5,119.1,25.9,51.2,56,6.4,14.1,8.3,13.6,3.9,1
594,Sr,6-11,Isaac Jack,Pacific,WCC,31,C,54.8,2.4,2.2,2.1,1.4,0.7,126,105.8,17.9,65.5,65.1,13.4,13.9,5,13,2.6,0.9
595,Jr,6-4,Trevan Leonhardt,Utah Valley,WAC,31,Scoring PG,87.1,2.4,4,5.1,2.4,2.7,111.6,101.1,19.3,57.4,60.2,2.2,16.2,28.4,24.7,2,3.5
596,Jr,6-4,Kobi Williams,Missouri St.,CUSA,30,Combo G,85.5,2.4,2.3,-0.6,1,-1.5,114.5,116,18.4,53,58.8,2.5,6.2,8.1,14.2,0.6,1.6
597,Fr,6-5,Alex Wilkins,Furman,SC,32,Pure PG,75.1,2.4,2.3,-1.9,0.3,-2.2,103.9,112.5,34.2,52.1,56.5,0.9,6.5,34.8,22.3,0.5,1.5
598,Jr,6-4,Tru Washington,Miami FL,ACC,31,Wing G,60.9,2.4,3.6,4.5,1.9,2.6,112.6,97,21.1,50.5,54,5.8,11.5,11,14.1,0,3.8
599,Fr,6-7,Declan Wucherpfennig,Fairfield,MAAC,33,Wing F,79.3,2.4,2.4,0.9,1.5,-0.6,119.4,112.4,18.6,55.3,57.3,9.6,20,9.5,12.8,1.8,1.4
600,Sr,6-7,Blair Thompson,Columbia,Ivy,26,Wing G,78.9,2.4,2.7,1.6,1.3,0.3,124.5,110,15.2,59.6,60.4,4.2,13.2,6.6,9.9,1.6,1.9
601,Jr,6-1,Michael James,Mississippi Valley S,SWAC,31,Combo G,88.2,2.4,1.2,-0.2,2.6,-2.8,103.7,125.2,28.8,50.5,55.2,2.7,8.2,20.7,15.8,0.1,2.7
602,So,6-4,Devin Vanterpool,Florida Atlantic,Amer,22,Wing G,55.6,2.4,3.6,3.9,1.9,2.1,108.7,101.6,23.6,52.3,55.9,3.2,17.7,14.8,16.9,2.5,2.8
603,Sr,6-9,Julius Mims,New Mexico St.,CUSA,29,PF/C,68.9,2.4,2.7,1.1,1.7,-0.6,121.6,106.7,17.5,58.5,60.1,10.9,22.8,4.6,11.7,2.8,0.9
604,So,6-8,Elyjah Freeman,Auburn,SEC,38,Wing F,66.4,2.4,2.9,4.3,2.8,1.4,116.3,102.8,17.3,50.9,54.7,7.9,15.2,7.8,13.5,2.6,2.8
605,So,6-7,Caleb Williams,Georgetown,BE,33,Wing F,72,2.4,3,2.3,1.6,0.7,118.6,105.7,14.4,54.2,56.9,6.1,13.4,9.4,11.7,0.8,1.1
606,Sr,6-8,Keith Palek III,Missouri St.,CUSA,31,Wing F,81.7,2.4,2.7,0.3,1.3,-1,102,110.6,30.1,44.7,50.7,5.1,17.7,23.2,16.4,1.1,1.8
607,So,6-8,Petar Majstorovic,Long Beach St.,BW,30,Wing F,78.5,2.4,2.8,1.8,1.2,0.7,109.9,108.3,22.3,57,60.4,6.1,18.4,11.4,18.3,1,3
608,Sr,6-8,Elijah Saunders,Maryland,B10,33,Stretch 4,76.2,2.4,2.6,1.8,1.5,0.3,118.3,109.5,14.1,56.4,58.4,5.7,11.2,6.5,14.7,1.1,0.8
609,So,7-1,Bukky Oboye,Santa Clara,WCC,33,C,44.1,2.4,2.2,4.6,1.7,2.9,129.8,99.9,17.7,68.9,68.9,10.1,17.6,5.8,15.1,7.8,2.2
610,Jr,6-11,Arrinten Page,Northwestern,B10,29,PF/C,48.5,2.4,2.9,7,3.5,3.5,112.7,97.9,23,57.2,59.3,6.6,17.6,16.6,14.5,6.1,2.3
611,Sr,6-5,Nimari Burnett,Michigan,B10,40,Wing G,49.3,2.4,2.9,6.5,3.3,3.2,123.9,91.8,16.9,57.5,59.9,3.7,10.8,9.6,10.9,0.5,1.6
612,Sr,6-5,Malik Thomas,Virginia,ACC,36,Wing G,55.6,2.4,2.7,2.9,2.5,0.5,110.7,99.1,26.7,50.6,54.2,3.7,14.6,13.3,15,0.5,1.3
613,Fr,6-3,Michael Cooper,Wright St.,Horz,29,Combo G,58.2,2.4,2,1.3,2.6,-1.3,116,112.6,24,52,55.5,2.4,9.8,15,10.7,1,1.4
614,Sr,6-8,Colin Smith,UC Santa Barbara,BW,30,Wing F,72.8,2.4,2.1,0.7,1.8,-1.1,115.7,113.8,19.7,55.3,61,5.4,12.3,9.9,17.4,0.7,1.1
615,Jr,6-5,Caleb Foster,Duke,ACC,33,Combo G,54,2.4,3.5,4,1.8,2.2,117,94.2,17.6,53.3,54.1,3,12.6,19.1,14.9,0.3,0.7
616,Jr,7-2,Will Berg,Wichita St.,Amer,34,C,52.1,2.4,2.9,4.4,2.4,2,122.5,95.7,20.5,54.7,59.9,16.1,23.1,5.7,14.3,6.1,1
617,Sr,6-4,Trey Campbell,Northern Iowa,MVC,35,Scoring PG,84.4,2.4,4.3,4.5,1.8,2.7,105.5,97.3,24.6,51.4,54.4,2.2,11.4,23.1,15.3,1,3.1
618,So,6-4,Adrian Wooley,Louisville,ACC,35,Wing G,56.1,2.4,2.8,4.5,2.6,1.9,118.6,98.6,18.7,53.9,57.6,6.9,12.3,13.5,15,0.3,1.7
619,Jr,6-7,TJ Johnson,VMI,SC,29,Wing F,91.1,2.3,1.5,-0.3,2.9,-3.2,110.6,122.1,24.2,51.6,56.4,4.6,17.5,8.5,11.6,0.6,2.4
620,Fr,6-5,Hudson Mayes,UC San Diego,BW,32,Wing G,60.5,2.3,2.8,4,2,2,118.2,101.1,21.4,56.4,61.4,5.9,19.2,14,13.8,1.4,2.2
621,Sr,6-9,Toyaz Solomon,UNC Asheville,BSth,29,PF/C,85.3,2.3,3.1,1.4,1.4,0,105.2,108.1,27.6,49,52.5,7.6,17.1,12.7,14.4,4.4,1.8
622,Jr,6-9,Baye Ndongo,Georgia Tech,ACC,27,PF/C,58.9,2.3,3.3,3.3,1.6,1.7,108.6,99.8,23.1,56.7,59.6,12,20.4,18,21.8,4.3,1.7
623,Jr,6-7,Liutauras Lelevicius,TCU,B12,34,Wing G,56.8,2.3,2.7,3.8,2.5,1.4,126.7,100.6,13.4,57.4,61.4,3.5,13.6,5.2,9.1,0.6,1.1
624,Jr,6-11,Drayton Jones,Butler,BE,32,C,47.9,2.3,2,5,3,2.1,128.9,103.9,15.8,58.6,63.4,10.7,15.8,12.9,13.4,4.8,1.2
625,Jr,6-7,Thomas Batties II,Harvard,Ivy,28,Stretch 4,82.2,2.3,3.2,2.7,1.5,1.1,115.9,106.4,19.5,57.3,59.5,6.4,14.1,14.1,15.2,5.6,1.2
626,Fr,6-8,Amare Bynum,Ohio St.,B10,34,Wing F,70.5,2.3,3.4,3.9,1.7,2.1,114.4,99.9,16.9,56.1,58.2,5.2,15.8,7,14,3.4,1.3
627,Jr,6-7,Andrija Bukumirović,Tennessee Martin,OVC,30,Stretch 4,74.8,2.3,3.5,3.4,2.4,0.9,116.6,100.6,21,57.2,57.8,9.3,19,8.3,12.4,3.7,2.5
628,Sr,6-7,Yann Farell,Sacred Heart,MAAC,31,Wing F,74.7,2.3,1.5,-0.7,1,-1.7,122,120.4,16.7,57.7,61.8,4.8,13.1,8.1,11.7,1.7,1.2
629,Fr,6-9,Tyrin Jones,UNLV,MWC,31,C,61.6,2.3,2.8,5.6,3.3,2.3,112.9,104.3,20.6,59.4,57.2,7.2,14.4,10.4,11,9,2.2
630,Jr,6-10,Carter Welling,Clemson,ACC,32,Stretch 4,47.3,2.3,3,6.6,3.2,3.4,112.9,92.2,26.1,53.2,58,8.9,22.5,11.2,14.1,4.7,2.5
631,Sr,6-9,Malik Dia,Mississippi,SEC,35,PF/C,59.7,2.3,2.8,1.5,1.6,-0.1,102.8,100.1,31.5,47.8,51.6,8.8,17.9,7.7,11.8,4.2,1.4
632,Sr,6-7,Johnathan Lawson,Little Rock,OVC,29,Combo G,89.1,2.3,2.2,0.3,1.3,-1,108.4,117.2,22.9,48.3,53,1.8,10.6,21.3,15,2.2,2.7
633,Sr,6-5,Quion Williams,Arkansas Pine Bluff,SWAC,30,Wing G,90.3,2.3,2.4,1.4,2.2,-0.8,104,115.2,27.6,47.5,52.7,7.1,17.8,29.5,18.7,2.4,2.5
634,Sr,6-5,Adam Hinton,Cornell,Ivy,26,Wing G,62.9,2.3,1.2,-0.2,2.5,-2.7,117.5,120.6,21.5,57.7,60.1,4.7,9.8,12.1,13.1,2.1,1.7
635,Sr,6-3,Jaylin Henderson,Portland St.,BSky,28,Scoring PG,94.8,2.3,3.9,0.5,0.2,0.3,103.2,105.1,28.3,43.8,50.1,2.2,10.5,31.3,16.6,0.9,2.2
636,Sr,6-5,Braeden Carrington,Wisconsin,B10,34,Wing G,43.3,2.3,1.9,6.8,5.9,0.9,123.6,103.3,19.4,57.5,60.3,3.6,11.8,10.6,8.8,2,1.2
637,Sr,6-4,Takai Simpkins,Oregon,B10,31,Combo G,77.2,2.3,3,1.2,0.8,0.3,106.5,107.2,20.5,51,56.2,1.9,8.9,15.5,18.9,0.7,1.7
638,Sr,6-6,Dan Skillings Jr.,Baylor,B12,28,Wing F,53.7,2.3,2.6,2.5,2.1,0.4,112,105.3,19.5,48.4,51.9,9.2,16.2,12.1,15,0.6,2.1
639,Jr,6-2,Lateef Patrick Jr,Stephen F. Austin,Slnd,32,Combo G,72.2,2.3,2.9,1.3,0.9,0.4,107.4,105.2,27.1,45.2,50.2,3.9,8.8,12.3,11,0.5,2.9
640,Fr,6-5,Madden Collins,American,Pat,30,Wing F,55.1,2.3,2,3.6,3.4,0.2,111.1,108.5,31.8,53,56,9.2,18.1,21.3,13.4,2.2,3.2
641,So,6-5,Ben Bradford,Charlotte,Amer,33,Wing G,69.1,2.3,2,-0.5,0.9,-1.4,108.2,113.9,25.8,49.8,55.8,5,11.2,11.6,17.1,0.4,2
642,So,6-6,Bryson Cokley,Elon,CAA,30,Wing G,67.3,2.3,1.5,-1,1.3,-2.3,119.1,118.7,19.9,55.7,58.7,4,12.5,9.2,10.8,0.6,1.4
643,So,6-8,MJ Thomas,New Orleans,Slnd,32,PF/C,64.1,2.3,2.4,1.7,1.7,0,114.7,108.2,21.2,53.6,59.1,14.1,18.9,11.7,18.3,2.8,1.8
644,Jr,6-11,Bangot Dak,Colorado,B12,32,PF/C,61.7,2.3,2.9,3.5,2.1,1.5,109.7,101.9,22.5,51.5,54.7,7.4,22.1,10.8,13,6.4,1.5
645,Fr,6-6,Roman Siulepa,Pittsburgh,ACC,33,Wing F,66.1,2.3,2.7,2.5,2.1,0.4,111.1,105,21,51.5,51.7,12.7,12.1,7.3,10.7,2.8,2.4
646,Jr,6-7,Sam Lewis,Virginia,ACC,36,Wing G,62.5,2.3,3.1,4.1,2.4,1.7,116,98.8,19.4,55.9,58.1,3.7,11.9,10.3,16,1.1,1.9
647,So,6-2,Jack Stanton,Princeton,Ivy,22,Combo G,61.9,2.3,2.3,1.1,1.2,-0.1,118.7,113.1,16.8,54.4,59.3,2.4,11.4,11.8,11.1,0.5,1.8
648,Sr,6-8,Lamin Sabally,Iona,MAAC,31,Wing F,71.9,2.3,3.1,3.9,2.1,1.8,115.4,104.3,21.3,57.7,58.6,9.8,20.3,21.3,17,1.7,3.1
649,Fr,6-8,Andrew Alekseyenko,Colgate,Pat,31,Stretch 4,74.2,2.3,2.2,0.1,1.7,-1.6,109.9,112.9,26.4,54.8,57.7,7.5,18.4,16.1,16.7,0.8,1.6
650,Sr,6-4,Brian Taylor,East Tennessee St.,SC,32,Combo G,84.1,2.3,2.8,-0.1,0.7,-0.8,114.1,110.7,22.4,52.5,55.7,2.7,10.7,16.3,11.4,0.5,2.1