"Player","College","draft_year","Pk","athlete_id","team_location","num_years_college","college_1","college_2","college_3","college_4","nba_season_1","nba_season_2","nba_season_3","nba_season_4","nba_season_5"
"Kevin Porter","USC",2019,30,4397140,"USC",1,4.811,NA,NA,NA,-2.11,-1.71,-0.22,0.38,0.3
"Kevon Looney","UCLA",2015,30,3155535,"UCLA",1,8.562,NA,NA,NA,-1.75,-0.95,1.27,1.92,1.36
"Keyontae Johnson","Kansas State",2023,50,4395714,"Kansas State",4,8.918,9.65,11.093,13.329,-3.12,NA,NA,NA,NA
"Keyonte George","Baylor",2023,16,4433627,"Baylor",1,7.856,NA,NA,NA,-3.76,-2.62,-1.08,NA,NA
"Khaman Maluach","Duke",2025,10,5203685,"Duke",1,7.374,NA,NA,NA,-1.04,NA,NA,NA,NA
"Khris Middleton","Texas A&M",2012,39,46005,"Texas A&M",3,3.517,8.481,7.383,NA,-1.14,-0.94,2.05,2.25,2.79
"Khyri Thomas","Creighton",2018,38,3912334,"Creighton",3,2.581,11.424,11.036,NA,-1.92,-2.21,0.04,NA,NA
"Kim English","Missouri",2012,44,41075,"Missouri",4,6.038,2.358,10.565,13.329,-1.73,NA,NA,NA,NA
"Kira Lewis","Alabama",2020,13,4395698,"Alabama",2,7.015,11.949,NA,NA,-1.83,-2.33,-0.72,-2.36,NA
"Klay Thompson","Washington State",2011,11,41026,"Washington State",3,5.05,9.519,14.372,NA,-0.53,0.21,1.91,3.46,3.34
"Kobe Brown","Missouri",2023,30,4431752,"Missouri",4,2.834,4.644,7.543,11.198,-2.16,-1.3,-1.04,NA,NA
"Kobe Bufkin","Michigan",2023,15,4683736,"Michigan",2,8.187,9.65,NA,NA,-2.28,-1.91,-2.83,NA,NA
"Kobe Sanders","Nevada",2025,50,4702352,"Nevada",4,12.314,9.65,11.093,13.329,-1.17,NA,NA,NA,NA
"Koby Brea","Kentucky",2025,41,4591259,"Kentucky",4,5.983,9.65,11.093,13.329,-1.73,NA,NA,NA,NA
"Kon Knueppel","Duke",2025,4,5061575,"Duke",1,13.598,NA,NA,NA,0.02,NA,NA,NA,NA
"Kosta Koufos","Ohio State",2008,23,36133,"Ohio State",1,9.867,NA,NA,NA,-2.52,-2.74,-2.01,-0.51,0.83
"Kostas Antetokounmpo","Dayton",2018,60,4066490,"Dayton",1,3.404,NA,NA,NA,-2.63,-1.53,-1.61,-1.86,NA
"Kris Dunn","Providence",2016,5,61804,"Providence",4,2.326,13.843,11.832,13.329,-1.75,-0.81,-1.87,-0.24,-0.67
"Kris Joseph","Syracuse",2012,51,41523,"Syracuse",4,5.945,7.539,9.525,13.329,-3.11,NA,NA,NA,NA
"Kris Murray","Iowa",2023,23,4594326,"Iowa",3,6.216,14.124,11.093,NA,-0.51,-0.78,0.76,NA,NA
"Kyle Anderson","UCLA",2014,30,61731,"UCLA",2,5.204,13.038,NA,NA,-2.44,-0.38,0.41,1.98,0.75
"Kyle Filipowski","Duke",2024,32,4684793,"Duke",2,9.209,13.281,NA,NA,-0.71,0.33,NA,NA,NA
"Kyle Guy","Virginia",2019,55,4065730,"Virginia",3,8.013,10.134,13.375,NA,-1.9,-2.38,-2.16,NA,NA
"Kyle Kuzma","Utah",2017,27,3134907,"Utah",3,4.793,15.314,11.093,NA,-1.65,-0.69,-0.64,-1.4,-2.26
"Kyle O'Quinn","Norfolk State",2012,49,43058,"Norfolk State",4,1.479,4.245,8.267,11.591,-1.71,-0.28,0.25,-0.68,-0.91
"Kyle Singler","Duke",2011,33,36156,"Duke",4,7.943,11.02,18.041,11.132,-1.71,-1.02,-1.51,-2.3,-1.76
"Kyle Weaver","Washington State",2008,38,22493,"Washington State",4,11.333,9.65,11.093,13.329,-0.17,0.43,0.29,NA,NA
"Kyshawn George","Miami (FL)",2024,24,5174563,"Miami (FL)",1,4.406,NA,NA,NA,-1.35,-1.07,NA,NA,NA
"Lamar Patterson","Pitt",2014,48,45577,"Pitt",4,7.663,6.425,15.273,13.329,-1.81,-1.99,NA,NA,NA
"Lance Stephenson","Cincinnati",2010,40,45944,"Cincinnati",1,5.531,NA,NA,NA,-2.58,-2.96,0.68,0.61,-2.87
"Landry Fields","Stanford",2010,39,31764,"Stanford",4,6.318,18.431,11.093,13.329,-0.06,0.6,-0.72,-0.57,-1.78
"Landry Shamet","Wichita State",2018,26,3914044,"Wichita State",3,11.714,12.883,11.093,NA,0.11,-1.04,-0.95,-1.71,-1.2
"Larry Nance","Wyoming",2015,27,56440,"Wyoming",4,2.729,6.731,13.593,13.541,0.68,0.59,1.99,0.78,1.04
"Larry Sanders","VCU",2010,15,36534,"VCU",3,3.291,4.354,9.665,NA,-2.71,-0.19,0.27,0.26,0.18
"Lauri Markkanen","Arizona",2017,7,4066336,"Arizona",1,16.848,NA,NA,NA,-1.63,-0.68,-0.75,-0.48,0.07
"Lavoy Allen","Temple",2011,50,36614,"Temple",4,5.139,7.893,10.898,6.494,0.04,-1.59,-1.84,0.34,0.75
"Lazar Hayward","Marquette",2010,30,31821,"Marquette",4,8.011,8.991,13.621,13.329,-1.59,-2.65,-2.14,NA,NA
"Liam McNeeley","UConn",2025,29,5239590,"UConn",1,8.246,NA,NA,NA,-1.57,NA,NA,NA,NA
"Lonnie Walker","Miami (FL)",2018,18,4277890,"Miami (FL)",1,6.758,NA,NA,NA,-1.16,-2.47,-2.49,-2.24,-2.16
"Lonzo Ball","UCLA",2017,2,4066421,"UCLA",1,17.644,NA,NA,NA,0.38,-0.67,0.07,0.09,0.54
"Lorenzo Brown","NC State",2013,52,45537,"NC State",3,2.628,9.278,7.586,NA,-2.42,-1.41,-1.4,-1.17,-2.69
"Luc Mbah a Moute","UCLA",2008,37,26896,"UCLA",3,5.403,9.65,11.093,NA,0.79,1.33,1.58,1.13,0.17
"Luka Garza","Iowa",2021,52,4277951,"Iowa",4,8.128,7.887,20.04,25,-1.8,-1.25,0,-0.45,0.9
"Luke Babbitt","Nevada",2010,16,41425,"Nevada",2,9.068,17.941,NA,NA,-3.92,-2.56,-2.43,-1.14,-0.87
"Luke Harangody","Notre Dame",2010,52,31678,"Notre Dame",4,15.708,17.055,15.688,13.329,-1.93,-1.79,-1.14,NA,NA
"Luke Kennard","Duke",2017,12,3913174,"Duke",2,6.806,20.853,NA,NA,-0.53,-0.19,-1,-1.45,-0.25
"Maarty Leunen","Oregon",2008,54,22484,"Oregon",4,15.359,9.65,11.093,13.329,-10,NA,NA,NA,NA
"Magnum Rolle","Louisiana Tech",2010,51,26852,"Louisiana Tech",4,5.592,7.086,11.093,13.329,-3.11,NA,NA,NA,NA
"Malachi Flynn","San Diego State",2020,29,4066668,"San Diego State",3,19.575,9.65,11.093,NA,-1.68,-1.92,-2.67,-1.42,-1.61
"Malachi Richardson","Syracuse",2016,22,3934663,"Syracuse",1,5.487,NA,NA,NA,-1.78,-2.16,-2.26,NA,NA
"Malaki Branham","Ohio State",2022,20,4565201,"Ohio State",1,9.455,NA,NA,NA,-2.78,-3.56,-2.95,-1.65,NA
"Malcolm Brogdon","Virginia",2016,36,56119,"Virginia",4,3.45,11.72,12.425,18.514,0.65,-0.24,0.5,0.65,0.76
"Malcolm Lee","UCLA",2011,43,41010,"UCLA",3,4.617,5.61,11.093,NA,-1.84,-1.15,-1.18,NA,NA
"Malik Beasley","Florida State",2016,19,3907822,"Florida State",1,8.476,NA,NA,NA,-0.65,-1.02,0,-0.84,-0.73
"Malik Hairston","Oregon",2008,48,22482,"Oregon",4,12.021,9.65,11.093,13.329,-2.01,-1.23,NA,NA,NA
"Malik Monk","Kentucky",2017,11,4066262,"Kentucky",1,16.133,NA,NA,NA,-2.81,-1.82,-2.16,-1.16,-0.28
"MarShon Brooks","Providence",2011,25,36162,"Providence",4,3.528,5.981,16.661,13.329,-1.92,-1.96,-0.88,0.56,-0.82
"Marcus Denmon","Missouri",2012,59,41072,"Missouri",4,2.189,5.393,10.571,17.247,-10,NA,NA,NA,NA
"Marcus Morris","Kansas",2011,14,41767,"Kansas",3,3.026,8.573,12.189,NA,-3.29,-2.65,-0.37,-0.45,-0.34
"Marcus Paige","UNC",2016,55,61652,"UNC",4,2.855,13.176,10.95,8.209,-1.92,NA,NA,NA,NA
"Marcus Sasser","Houston",2023,25,4432107,"Houston",4,4.343,11.859,14.105,13.329,-2.64,-0.62,-0.75,NA,NA
"Marcus Smart","Oklahoma State",2014,6,61669,"Oklahoma State",2,10.973,16.249,NA,NA,-0.3,0.7,0.82,0.8,0.91
"Marcus Terell Thornton","LSU",2009,43,36182,"LSU",2,14.426,14.475,NA,NA,0.34,-0.79,-0.37,-1.05,-1.06
"Marcus Thornton","William & Mary",2015,45,56258,"William & Mary",4,2.003,9.65,11.093,13.329,-10,NA,NA,NA,NA
"Marcus Zegarowski","Creighton",2021,49,4397036,"Creighton",3,5.863,11.862,13.773,NA,-10,NA,NA,NA,NA
"Marial Shayok","Iowa State",2019,54,3138201,"Iowa State",4,12.387,9.65,11.093,13.329,-1.84,NA,NA,NA,NA
"Mario Chalmers","Kansas",2008,34,27141,"Kansas",3,11.599,9.65,11.093,NA,1.01,-0.85,0.54,1.12,0.68
"Mark Williams","Duke",2022,15,4701232,"Duke",2,5.357,9.7,NA,NA,-1.02,-0.72,-1.28,-0.98,NA
"Markel Brown","Oklahoma State",2014,44,51493,"Oklahoma State",4,1.672,4.389,9.069,13.41,-1.61,-1.71,-1.88,NA,NA
"Markelle Fultz","Washington",2017,1,4066636,"Washington",2,20.531,9.65,NA,NA,-1.84,-2.25,-0.88,-1.36,-1.01
"Markieff Morris","Kansas",2011,13,44654,"Kansas",3,1.912,3.788,8.337,NA,-1.2,-1.44,-0.31,0.08,0.06
"Marquese Chriss","Washington",2016,8,3907487,"Washington",1,5.91,NA,NA,NA,-1.04,-1.8,-3.04,-1.25,-1.06
"Marquis Teague","Kentucky",2012,29,56354,"Kentucky",1,6.028,NA,NA,NA,-2.15,-2.68,-2.61,NA,NA
"Marreese Speights","Florida",2008,16,31834,"Florida",2,9.996,9.65,NA,NA,-2.44,-2.87,-2.07,-3.09,-2.71
"Marvin Bagley","Duke",2018,2,4277848,"Duke",1,19.74,NA,NA,NA,-1.72,-2.79,-2.12,-2.29,-1.92
"Mason Plumlee","Duke",2013,22,45913,"Duke",4,3.404,7.736,14.227,13.329,-0.14,-1.17,0.42,-0.51,-0.33
"Matisse Thybulle","Washington",2019,20,3907498,"Washington",4,1.789,6.086,6.05,5.37,0.13,-0.18,0.06,0.15,0.31
"Max Christie","Michigan State",2022,35,4432582,"Michigan State",1,3.079,NA,NA,NA,-1.77,-1.91,-1.43,-1.21,NA
"Max Shulga","VCU",2025,57,4701992,"VCU",4,10.24,14.855,11.093,13.329,-2.64,NA,NA,NA,NA
"Maxime Raynaud","Stanford",2025,42,4898371,"Stanford",4,3.825,9.866,14.294,13.329,-1.74,NA,NA,NA,NA
"Maxwell Lewis","Pepperdine",2023,40,4684286,"Pepperdine",2,3.944,5.468,NA,NA,-2.1,-2.37,-2.16,NA,NA
"Meyers Leonard","Illinois",2012,11,51088,"Illinois",2,10.247,9.65,NA,NA,-2.81,-3.87,-1.09,-1.03,-1.66
"Mfiondu Kabengele","Florida State",2019,27,4065660,"Florida State",2,9.515,9.65,NA,NA,-1.18,-1.65,-2.34,NA,NA
"Micah Peavy","Georgetown",2025,40,4432185,"Georgetown",4,10.835,9.65,11.093,13.329,-1.18,NA,NA,NA,NA
"Michael Beasley","Kansas State",2008,2,36671,"Kansas State",1,24.807,NA,NA,NA,-1.12,-1.05,-1.38,-1.67,-3.46
"Michael Carter-Williams","Syracuse",2013,11,56995,"Syracuse",2,10.211,9.65,NA,NA,-0.39,0.45,-0.49,-0.59,-0.99
"Michael Gbinije","Syracuse",2016,49,56115,"Syracuse",4,8.068,13.569,11.093,13.329,-2.02,NA,NA,NA,NA
"Michael Kidd-Gilchrist","Kentucky",2012,2,56352,"Kentucky",1,10.107,NA,NA,NA,-0.66,0.53,1.17,1.12,2.09
"Mikal Bridges","Villanova",2018,10,3147657,"Villanova",3,3.931,10.876,16.776,NA,0.93,1.72,1.74,1.21,0.8
"Mike Muscala","Bucknell",2013,44,46309,"Bucknell",4,3.992,8.037,17.409,19.772,-3.59,-0.76,-0.21,-0.89,0.63
"Mike Scott","Virginia",2012,43,36117,"Virginia",4,3.474,4.254,6.52,19.297,-2.5,-1.18,-1.37,-0.25,-1.15
"Miles Bridges","Michigan State",2018,12,4066383,"Michigan State",2,13.972,13.865,NA,NA,-0.51,-1.57,0.23,1.13,-0.76
"Miles McBride","West Virginia",2021,36,4431823,"West Virginia",2,5.59,15.34,NA,NA,-2.36,-0.66,-0.22,-0.26,0.71
"Miles Plumlee","Duke",2012,26,41720,"Duke",4,2.768,2.147,4.799,13.329,-3.72,-1.39,-1.53,-1.34,-1.94
"Mitch McGary","Michigan",2014,21,61808,"Michigan",2,4.557,9.65,NA,NA,-2.11,-1.39,NA,NA,NA
"Miye Oni","Yale",2019,58,4066851,"Yale",3,8.961,6.698,10.165,NA,-0.3,-0.89,-1.35,NA,NA
"Monte Morris","Iowa State",2017,51,66146,"Iowa State",4,4.966,11.57,14.018,20.267,-1.78,-0.75,-0.85,-0.3,0.61
"Montrezl Harrell","Louisville",2015,32,61793,"Louisville",3,2.789,11.049,13.937,NA,-0.83,-0.32,1.03,1.06,-0.09
"Moritz Wagner","Michigan",2018,25,3150844,"Michigan",3,11.484,11.618,11.093,NA,-1.54,-0.44,-0.97,-1.04,-0.3
"Moses Moody","Arkansas",2021,14,4432171,"Arkansas",1,12.946,NA,NA,NA,-0.94,-0.64,0.12,0.07,0.47
"Mouhamed Gueye","Washington State",2023,39,4712863,"Washington State",2,3.906,9.084,NA,NA,-2.7,-0.35,0.38,NA,NA
"Moussa Diabate","Michigan",2022,43,4433249,"Michigan",1,5.098,NA,NA,NA,-1.6,-0.53,0.63,1.03,NA
"Myles Turner","Texas",2015,11,3133628,"Texas",1,7.661,NA,NA,NA,-1.9,0.39,0.2,1.43,0.76
"Nassir Little","UNC",2019,25,4395652,"UNC",1,5.86,NA,NA,NA,-2.16,-1.83,-0.32,-2.21,-2.59
"Nate Wolters","South Dakota State",2013,38,46740,"South Dakota State",4,4.32,13.328,22.969,25,-1.76,-2.12,-2.16,NA,NA
"Neemias Queta","Utah State",2021,39,4397424,"Utah State",3,7.385,7.897,14.695,NA,-2.34,-2.27,-0.05,0.34,1.61
"Nerlens Noel","Kentucky",2013,6,61840,"Kentucky",1,6.641,NA,NA,NA,-1.12,-0.17,0.34,0.61,-0.56
"Nick Calathes","Florida",2009,45,36380,"Florida",2,13.321,12.832,NA,NA,-0.39,0.22,NA,NA,NA
"Nick Johnson","Arizona",2014,42,56290,"Arizona",3,3.974,7.18,14.003,NA,-2.43,NA,NA,NA,NA
"Nick Richards","Kentucky",2020,42,4278076,"Kentucky",3,10.561,9.65,11.093,NA,-1.77,-1.9,-1.14,-0.69,-1.75
"Nickeil Alexander-Walker","Virginia Tech",2019,17,4278039,"Virginia Tech",2,5.74,13.342,NA,NA,-2.87,-0.99,-1.56,-1.3,0.6
"Nico Mannion","Arizona",2020,48,4431672,"Arizona",1,9.577,NA,NA,NA,-1.97,NA,NA,NA,NA
"Nigel Williams-Goss","Gonzaga",2017,55,67814,"Gonzaga",3,19.914,9.65,11.093,NA,-2.11,NA,NA,NA,NA
"Nik Stauskas","Michigan",2014,8,61809,"Michigan",2,6.71,16.547,NA,NA,-2.23,-2.17,-1.94,-1.85,-3.12
"Nikola Vucevic","USC",2011,16,41019,"USC",3,7.423,14.016,11.093,NA,-3.39,-1.24,-0.93,-0.74,0.28
"Nique Clifford","Colorado State",2025,24,4702384,"Colorado State",4,8.26,18.62,11.093,13.329,-1.78,NA,NA,NA,NA
"Noah Clowney","Alabama",2023,21,4712896,"Alabama",1,5.011,NA,NA,NA,-1.32,-1.87,-1.42,NA,NA
"Noah Vonleh","Indiana",2014,9,66604,"Indiana",1,7.385,NA,NA,NA,-2.92,-2.26,-2.27,-0.51,-0.95
"Nolan Smith","Duke",2011,21,36157,"Duke",4,3.066,15.041,17.626,13.329,-2.79,-2.67,NA,NA,NA
"Norman Powell","UCLA",2015,46,57041,"UCLA",4,2.187,1.547,7.089,9.661,0.02,0.1,-1.6,-0.68,0.74
"Norris Cole","Cleveland State",2011,28,37147,"Cleveland State",4,6.257,8.636,20.181,13.329,-3.15,-2.29,-1.96,-2.47,-2.7
"O.J. Mayo","USC",2008,3,36057,"USC",1,17.125,NA,NA,NA,-1.51,-0.56,0.15,0.04,-1.1
"Obi Toppin","Dayton",2020,8,4278355,"Dayton",2,9.954,17.445,NA,NA,-0.02,0.51,0.49,0.26,-0.4
"Ochai Agbaji","Kansas",2022,14,4397018,"Kansas",4,4.19,5.413,9.281,14.389,-1.87,-2.73,-1.52,-1.83,NA
"Olivier Hanlan","Boston College",2015,42,61155,"Boston College",3,8.101,11.996,14.842,NA,-10,NA,NA,NA,NA
"Olivier-Maxence Prosper","Marquette",2023,24,4595400,"Marquette",3,2.921,6.248,11.093,NA,-2.94,-2.17,0.06,NA,NA
"Omari Spellman","Villanova",2018,30,4065836,"Villanova",1,8.435,NA,NA,NA,-1.43,-1.39,-1.39,NA,NA
"Onyeka Okongwu","USC",2020,6,4431680,"USC",1,13.347,NA,NA,NA,-0.61,0.22,1.3,0.22,1.31
"Orlando Johnson","UC Santa Barbara",2012,36,37470,"UC Santa Barbara",4,9.966,14.688,15.184,13.329,-1.99,-2.71,-2.84,NA,NA
"Oso Ighodaro","Marquette",2024,40,4601023,"Marquette",4,3.259,8.184,10.438,13.329,-0.67,0.63,NA,NA,NA
"Otto Porter","Georgetown",2013,3,56909,"Georgetown",2,7.913,17.292,NA,NA,-2.86,-0.51,1,2.2,2.96
"P.J. Washington","Kentucky",2019,12,4278078,"Kentucky",2,6.695,12.121,NA,NA,-2.01,-0.33,0.22,-0.59,0.39
"Paolo Banchero","Duke",2022,1,4432573,"Duke",1,14.128,NA,NA,NA,-0.93,0.37,0.5,0.39,NA
"Pascal Siakam","New Mexico State",2016,27,3149673,"New Mexico State",2,10.299,18.794,NA,NA,-2.92,0.69,1.24,1.26,1.74
"Pat Connaughton","Notre Dame",2015,41,56170,"Notre Dame",4,3.762,4.933,10.803,9.295,-2.38,-1.66,-1.26,-0.52,-0.76
"Patrick Ewing","Georgetown",2008,43,15350,"Georgetown",4,4.754,9.65,11.093,13.329,-1.08,NA,NA,NA,NA
"Patrick McCaw","UNLV",2016,38,3137730,"UNLV",2,5.195,8.458,NA,NA,-0.57,-1.83,-2.43,-1.88,-1.11
"Patrick Patterson","Kentucky",2010,14,36191,"Kentucky",3,13.278,13.093,11.95,NA,-1.36,-1.77,-0.24,1.45,1.62
"Patrick Williams","Florida State",2020,4,4431687,"Florida State",1,5.071,NA,NA,NA,-1.97,-1.75,-0.94,-0.54,-1.62
"Patty Mills","Saint Mary's",2009,55,37525,"Saint Mary's",2,8.758,10.951,NA,NA,-2.29,-2.76,-0.73,-0.28,2.38
"Paul George","Fresno State",2010,10,41772,"Fresno State",2,5.619,10.235,NA,NA,0.83,2.5,3.3,3.83,3.86
"Paul Reed","DePaul",2020,58,4278562,"DePaul",3,7.568,10.537,11.093,NA,-0.66,0.15,0.93,0.91,0.7
"Payton Pritchard","Oregon",2020,26,4066354,"Oregon",4,7.049,10.606,10.223,23.404,-0.79,0.41,-0.25,0.52,1.8
"Pelle Larsson","Arizona",2024,44,4601025,"Arizona",4,3.878,5.719,8.381,13.329,-0.5,-0.72,NA,NA,NA
"Perry Jones","Baylor",2012,28,51237,"Baylor",2,6.84,9.65,NA,NA,-4.58,-2.27,-2.87,NA,NA
"Peyton Siva","Louisville",2013,56,45951,"Louisville",4,5.101,4.944,7.007,13.329,-1.37,NA,NA,NA,NA
"Pierre Jackson","Baylor",2013,42,56613,"Baylor",2,12.094,17.861,NA,NA,-0.55,NA,NA,NA,NA
"Precious Achiuwa","Memphis",2020,20,4431679,"Memphis",1,9.374,NA,NA,NA,-2.84,-1.56,-1.88,-0.99,-1.29
"Quentin Grimes","Houston",2021,25,4397014,"Houston",3,7.153,18.563,11.093,NA,-1.26,0.05,-1.72,-0.05,-1.21
"Quincy Acy","Baylor",2012,37,41788,"Baylor",4,1.871,5.123,6.565,8.811,-0.62,-2.47,-0.84,-0.65,-1.04
"Quincy Miller","Baylor",2012,38,56614,"Baylor",1,6.547,NA,NA,NA,-3.03,-1.94,-1.51,NA,NA
"Quincy Pondexter","Washington",2010,26,31658,"Washington",4,5.651,5.534,16.941,13.329,-1.79,-1.11,-0.73,-0.7,-0.69
"Quinndary Weatherspoon","Mississippi State",2019,49,3907358,"Mississippi State",4,5.719,13.077,10.734,13.605,-3.22,-2.13,-1.73,NA,NA
"Quinten Post","Boston College",2024,52,4593016,"Boston College",4,5.079,7.674,12.543,13.329,-1.13,-0.62,NA,NA,NA
"RJ Barrett","Duke",2019,3,4395625,"Duke",1,17.527,NA,NA,NA,-3.04,-0.55,-0.91,-1.23,-1.38
"RJ Hunter","Georgia State",2015,28,61299,"Georgia State",3,9.635,13.703,17.355,NA,-1.41,-1.7,-2.23,-0.92,NA
"RaiQuan Gray","Florida State",2021,59,4277850,"Florida State",3,3.143,8.991,11.093,NA,-2,-1.22,NA,NA,NA
"Rakeem Christmas","Syracuse",2015,36,56996,"Syracuse",4,2.188,4.748,13.74,13.329,-2.48,-3.19,NA,NA,NA
"Rashad Vaughn","UNLV",2015,17,3137733,"UNLV",1,9.713,NA,NA,NA,-1,-1.95,-2.73,NA,NA
"Rasheer Fleming","Saint Joseph's",2025,31,5105977,"Saint Joseph's",3,2.215,7.069,10.22,NA,-1.54,NA,NA,NA,NA
