"Player","College","draft_year","Pk","athlete_id","team_location","num_years_college","college_1","college_2","college_3","college_4","nba_season_1","nba_season_2","nba_season_3","nba_season_4","nba_season_5"
"Ray Spalding","Louisville",2018,56,3908806,"Louisville",3,6.228,10.05,11.093,NA,-2.77,-2.52,-2.75,NA,NA
"Reed Sheppard","Kentucky",2024,3,4711272,"Kentucky",1,8.641,NA,NA,NA,-0.88,0.89,NA,NA,NA
"Reggie Bullock","UNC",2013,25,51384,"UNC",3,4.898,9.999,11.093,NA,-1.85,-2.02,-0.68,-0.59,-0.09
"Reggie Jackson","Boston College",2011,24,41460,"Boston College",3,2.465,8.325,14.044,NA,-2.2,-0.51,0.02,0.83,1.27
"Reggie Perry","Mississippi State",2020,57,4396959,"Mississippi State",2,6.298,14.535,NA,NA,-2.25,-1.57,NA,NA,NA
"Richard Hendrix","Alabama",2008,49,27176,"Alabama",3,13.268,9.65,11.093,NA,-2.09,NA,NA,NA,NA
"Richaun Holmes","Bowling Green",2015,37,61438,"Bowling Green",3,3.342,8.409,11.199,NA,-1.3,-0.8,-0.05,-0.13,1.7
"Rob Dillingham","Kentucky",2024,8,4684275,"Kentucky",1,9.993,NA,NA,NA,-2.76,-2.85,NA,NA,NA
"Robert Dozier","Memphis",2009,60,22091,"Memphis",4,5.87,8.148,11.093,13.329,-10,NA,NA,NA,NA
"Robert Sacre","Gonzaga",2012,60,36392,"Gonzaga",4,4.294,6.573,7.796,13.329,-3.46,-1.24,-1.22,-0.91,NA
"Robert Vaden","UAB",2009,54,22343,"UAB",4,13.798,7.079,11.093,13.329,-2.24,NA,NA,NA,NA
"Robert Woodard","Mississippi State",2020,40,4396961,"Mississippi State",2,3.687,6.11,NA,NA,-1.47,-1.94,NA,NA,NA
"Robin Lopez","Stanford",2008,15,31768,"Stanford",2,6.666,9.65,NA,NA,-1.65,-1.4,-1.67,-0.41,-0.06
"Rodney Hood","Duke",2014,23,56359,"Duke",2,11.722,9.65,NA,NA,-0.4,-0.44,-0.61,-1.69,-1.53
"Romeo Langford","Indiana",2019,14,4397008,"Indiana",1,10.368,NA,NA,NA,-2.42,-2.36,-1.45,-2.01,NA
"Romero Osby","Oklahoma",2013,51,41835,"Oklahoma",4,7.271,11.813,11.093,13.329,-10,NA,NA,NA,NA
"Rondae Hollis-Jefferson","Arizona",2015,23,66321,"Arizona",2,7.505,9.217,NA,NA,-0.28,0.49,0.39,-0.42,0.31
"Roy Hibbert","Georgetown",2008,17,22426,"Georgetown",4,11.916,9.65,11.093,13.329,-1.7,-0.04,0,1.73,3.02
"Royce White","Iowa State",2012,16,45982,"Iowa State",1,10.4,NA,NA,NA,-1.11,-2.06,NA,NA,NA
"Rui Hachimura","Gonzaga",2019,9,4066648,"Gonzaga",3,8.213,14.988,11.093,NA,-2.75,-2.31,-2.29,-1.4,-0.73
"Russ Smith","Louisville",2014,47,51478,"Louisville",4,7.091,14.954,16.113,13.329,-1.17,-2.02,NA,NA,NA
"Russell Westbrook","UCLA",2008,4,31663,"UCLA",2,10.532,9.65,NA,NA,-0.13,1.42,1.11,3.31,4.82
"Ryan Anderson","California",2008,21,31647,"California",2,17.662,9.65,NA,NA,0.4,0.61,1.23,1.92,0.91
"Ryan Dunn","Virginia",2024,28,4888725,"Virginia",2,5.86,9.65,NA,NA,-1.62,0.19,NA,NA,NA
"Ryan Kalkbrenner","Creighton",2025,34,4576060,"Creighton",4,12.241,13.141,13.931,18.442,0.61,NA,NA,NA,NA
"Ryan Kelly","Duke",2013,48,45911,"Duke",4,3.089,8.784,9.216,13.329,0.1,-0.28,-1.2,-0.25,NA
"Ryan Reid","Florida State",2010,57,26995,"Florida State",4,2.932,1.202,2.674,13.329,-2.47,NA,NA,NA,NA
"Ryan Rollins","Toledo",2022,44,4591725,"Toledo",2,7.332,13.334,NA,NA,-2.03,0.68,-0.58,1.19,NA
"Saben Lee","Vanderbilt",2020,38,4278124,"Vanderbilt",3,6.453,6.504,12.508,NA,-1.07,0.63,-1.21,-0.56,NA
"Saddiq Bey","Villanova",2020,19,4397136,"Villanova",2,5.425,13.078,NA,NA,-0.66,-1.66,-0.34,-0.37,-0.2
"Sam Dekker","Wisconsin",2015,18,61278,"Wisconsin",3,5.915,9.857,14.042,NA,-1.53,-0.07,-1.58,-0.41,-0.77
"Sam Merrill","Utah State",2020,60,4066757,"Utah State",4,8.127,11.379,16.396,18.286,-2.15,-1.5,-0.92,-1.43,0.13
"Sam Young","Pitt",2009,36,27299,"Pitt",4,12.384,10.866,11.093,13.329,-2.62,-1.12,-1.65,-2.4,NA
"Sandro Mamukelashvili","Seton Hall",2021,54,4278580,"Seton Hall",4,4.702,7.19,12.404,13.329,-1.01,-2.06,-0.83,0.38,1.88
"Sasha Kaun","Kansas",2008,56,22177,"Kansas",4,4.495,9.65,11.093,13.329,-3,NA,NA,NA,NA
"Scottie Barnes","Florida State",2021,4,4433134,"Florida State",1,8.286,NA,NA,NA,0.28,0.46,0.87,0.69,2.58
"Scottie Lewis","Florida",2021,56,4432812,"Florida",2,4.39,3.965,NA,NA,-1.23,NA,NA,NA,NA
"Sean Singletary","Virginia",2008,42,22208,"Virginia",4,15.847,9.65,11.093,13.329,-2.35,NA,NA,NA,NA
"Semaj Christon","Xavier",2014,55,61188,"Xavier",2,7.893,10.787,NA,NA,-2.67,NA,NA,NA,NA
"Semi Ojeleye","SMU",2017,37,66915,"SMU",3,22.428,9.65,11.093,NA,-3.16,-1.75,-2.57,-1.96,-3.38
"Seth Lundy","Penn State",2023,46,4431775,"Penn State",4,5.274,4.8,8.723,13.329,-2.09,-1.75,-1.46,NA,NA
"Shabazz Muhammad","UCLA",2013,14,61732,"UCLA",1,9.272,NA,NA,NA,-2.21,-0.7,-2.14,-1.44,-1.16
"Shabazz Napier","UConn",2014,24,51455,"UConn",4,3.358,10.156,14.945,19.322,-1.28,-1.68,-0.05,0.28,0.44
"Shai Gilgeous-Alexander","Kentucky",2018,11,4278073,"Kentucky",1,12.039,NA,NA,NA,-0.63,0.88,0.87,1.57,2.27
"Shake Milton","SMU",2018,54,3915195,"SMU",3,5.993,14.765,17.043,NA,-2.46,-1.01,-1.43,-1.63,-1.52
"Shan Foster","Vanderbilt",2008,51,22108,"Vanderbilt",4,12.958,9.65,11.093,13.329,-10,NA,NA,NA,NA
"Shane Larkin","Miami (FL)",2013,18,57804,"Miami (FL)",2,3.831,13.154,NA,NA,-1.39,-1.47,-1.77,-1.29,NA
"Shelvin Mack","Butler",2011,34,42249,"Butler",3,6.782,9.806,8.696,NA,-1.09,-1.01,-0.08,-0.4,0.15
"Sindarius Thornwell","South Carolina",2017,48,66270,"South Carolina",4,6.912,5.783,7.375,25,-0.92,-0.83,-0.81,-0.88,NA
"Sion James","Duke",2025,33,4602025,"Duke",4,7.139,9.65,11.093,13.329,-1.52,NA,NA,NA,NA
"Sir'Dominic Pointer","St. John's",2015,53,57027,"St. John's",4,1.529,3.03,3.505,11.357,-2.13,NA,NA,NA,NA
"Skal Labissiere","Kentucky",2016,28,3936296,"Kentucky",1,3.107,NA,NA,NA,-1.45,-1.97,-2.13,-1.7,-1
"Skylar Mays","LSU",2020,50,4066269,"LSU",4,6.443,7.016,8.528,13.135,-0.38,-1.24,-0.67,-2.47,NA
"Solomon Alabi","Florida State",2010,50,36130,"Florida State",3,3.092,7.047,11.093,NA,-3.31,-3.06,NA,NA,NA
"Solomon Hill","Arizona",2013,23,45855,"Arizona",4,2.173,3.635,10.254,9.392,-1.27,-1.57,-0.33,0.12,-0.68
"Sonny Weems","Arkansas",2008,39,32032,"Arkansas",2,8.616,9.65,NA,NA,-2.46,-0.62,-3,-1.99,NA
"Spencer Dinwiddie","Colorado",2014,38,56288,"Colorado",3,5.946,11.362,11.093,NA,-1.17,-2.52,0.76,1.14,-0.62
"Stanley Johnson","Arizona",2015,8,3134881,"Arizona",1,10.779,NA,NA,NA,-2.54,-1.06,0.14,-2.34,-1.33
"Stanley Robinson","UConn",2010,59,31556,"UConn",4,5.888,3.366,7.587,13.329,-10,NA,NA,NA,NA
"Stephen Curry","Davidson",2009,7,32284,"Davidson",3,23.631,25,11.093,NA,0.58,1.75,2.64,3.89,5.79
"Stephen Zimmerman","UNLV",2016,41,3936102,"UNLV",1,3.384,NA,NA,NA,-3.13,NA,NA,NA,NA
"Stephon Castle","UConn",2024,4,4845367,"UConn",1,8.73,NA,NA,NA,-0.68,0.58,NA,NA,NA
"Sterling Brown","SMU",2017,46,66116,"SMU",4,2.793,4.31,6.601,15.139,-1.39,-2.26,-2.28,-1.02,-1.04
"Steven Adams","Pitt",2013,12,61218,"Pitt",1,4.048,NA,NA,NA,-0.62,0.01,1.22,1.67,2.62
"T.J. Leaf","UCLA",2017,18,4066425,"UCLA",1,15.187,NA,NA,NA,-10,NA,NA,NA,NA
"T.J. Warren","NC State",2014,14,61159,"NC State",2,6.721,21.178,NA,NA,-1.42,-1.02,-1.15,-0.83,-1.21
"Taelon Peter","Liberty",2025,54,4703421,"Liberty",2,8.247,9.65,NA,NA,-1.41,NA,NA,NA,NA
"Taj Gibson","USC",2009,26,31775,"USC",3,6.994,10.315,11.093,NA,-1.51,0.88,1.48,0.86,1.17
"Talen Horton-Tucker","Iowa State",2019,46,4396991,"Iowa State",1,6.683,NA,NA,NA,-1.36,-0.58,-1.28,-0.78,-0.57
"Tari Eason","LSU",2022,17,4433192,"LSU",2,14.552,9.65,NA,NA,-0.41,-0.13,1.69,0.79,NA
"Taurean Prince","Baylor",2016,12,61572,"Baylor",4,10.126,9.317,11.093,13.329,-0.76,-0.96,-0.8,-0.81,-1.46
"Taylor Griffin","Oklahoma",2009,48,26917,"Oklahoma",4,4.142,4.35,11.093,13.329,-1.57,NA,NA,NA,NA
"Taylor Hendricks","UCF",2023,9,4684806,"UCF",1,10.699,NA,NA,NA,-2.1,-1.34,-0.39,NA,NA
"Terance Mann","Florida State",2019,48,3907823,"Florida State",4,2.422,7.456,9.025,8.661,-1.87,-0.53,-0.04,0.31,-0.41
"Terrence Jones","Kentucky",2012,18,51540,"Kentucky",2,10.177,10.423,NA,NA,-0.45,-0.12,-1.01,-2.55,-1.72
"Terrence Ross","Washington",2012,8,51075,"Washington",2,3.185,10.381,NA,NA,-1.87,-1.03,-1.5,-0.46,-0.3
"Terrence Shannon","Illinois",2024,27,4432847,"Illinois",4,11.353,17.702,11.093,13.329,-1.15,-1.12,NA,NA,NA
"Terrence Williams","Louisville",2009,11,27275,"Louisville",4,7.256,8.873,11.093,13.329,-2.31,-2.46,-2.73,-1.64,NA
"Terrico White","Ole Miss",2010,36,41334,"Ole Miss",2,5.045,7.819,NA,NA,-1.36,NA,NA,NA,NA
"Terry Rozier","Louisville",2015,16,66587,"Louisville",2,5.186,14.037,NA,NA,-2.84,-0.79,0.63,-1.11,-2.15
"Thomas Bryant","Indiana",2017,42,3934723,"Indiana",2,7.412,10.615,NA,NA,-1.74,-0.39,0.55,0.22,-0.8
"Thomas Robinson","Kansas",2012,5,46114,"Kansas",3,16.335,9.65,11.093,NA,-3.14,-2.76,-2.99,-2.19,-1.51
"Thomas Sorber","Georgetown",2025,15,5061603,"Georgetown",1,9.875,NA,NA,NA,-1.29,NA,NA,NA,NA
"Thomas Welsh","UCLA",2018,58,3155536,"UCLA",4,2.614,6.553,9.914,9.204,-1.21,NA,NA,NA,NA
"Tim Hardaway","Michigan",2013,24,51270,"Michigan",3,7.555,9.283,7.623,NA,-2.67,-2.79,-0.89,-0.45,-0.37
"Tiny Gallon","Oklahoma",2010,47,45995,"Oklahoma",1,4.617,NA,NA,NA,-10,NA,NA,NA,NA
"Tobias Harris","Tennessee",2011,19,51417,"Tennessee",1,7.906,NA,NA,NA,-0.81,-0.77,-0.94,-0.78,0.28
"Toney Douglas","Florida State",2009,29,22111,"Florida State",4,9.859,15.986,11.093,13.329,-0.49,0.54,-1.14,-0.24,-0.82
"Tony Carr","Penn State",2018,51,4066404,"Penn State",2,8.893,17.223,NA,NA,-10,NA,NA,NA,NA
"Tony Mitchell","North Texas",2013,37,56567,"North Texas",2,10.681,4.759,NA,NA,-1.46,-2.34,-2.57,NA,NA
"Tony Snell","New Mexico",2013,20,51162,"New Mexico",3,1.277,6.641,6.258,NA,-1.74,-0.94,-0.94,-0.96,-1.38
"Tony Wroten","Washington",2012,25,56838,"Washington",1,8.982,NA,NA,NA,-2.93,-2.31,-1.14,-1.77,NA
"Toumani Camara","Dayton",2023,52,4431736,"Dayton",4,5.919,9.284,11.093,13.329,-0.24,0.8,0.87,NA,NA
"Trae Young","Oklahoma",2018,5,4277905,"Oklahoma",1,25,NA,NA,NA,0.4,0.96,2.82,2.55,2.19
"Travis Leslie","Georgia",2011,47,41702,"Georgia",3,9.4,10.042,11.093,NA,-1.38,-1.32,NA,NA,NA
"Trayce Jackson-Davis","Indiana",2023,57,4431684,"Indiana",4,10.967,16.592,16.555,21.336,-0.25,-0.63,-1.58,NA,NA
"Tre Johnson","Texas",2025,6,5238230,"Texas",1,12.954,NA,NA,NA,-3.08,NA,NA,NA,NA
"Tre Jones","Duke",2020,41,4395626,"Duke",2,6.884,13.814,NA,NA,-3.24,-0.61,-0.2,0.11,0.28
"Tre Mann","Florida",2021,18,4432819,"Florida",2,2.325,13.049,NA,NA,-2.15,-2.08,-1.2,-1.53,-2.94
"Tremont Waters","LSU",2019,51,4278080,"LSU",2,12.429,10.731,NA,NA,-1.4,0.04,-1.77,NA,NA
"Trent Plaisted","BYU",2008,46,22831,"BYU",4,10.111,9.65,11.093,13.329,-10,NA,NA,NA,NA
"Trevor Booker","Clemson",2010,23,31865,"Clemson",4,6.441,11.074,11.956,13.329,-0.13,-0.64,-0.24,-0.3,0.4
"Trevor Keels","Duke",2022,42,4432645,"Duke",1,6.777,NA,NA,NA,-1.83,-2.12,NA,NA,NA
"Trey Burke","Michigan",2013,9,56670,"Michigan",2,12.907,22.418,NA,NA,-1.88,-1.56,-1.44,-3.92,-1.41
"Trey Lyles","Kentucky",2015,12,3136196,"Kentucky",1,6.902,NA,NA,NA,-2.03,-2.65,-0.65,-1.39,-1.33
"Trey Murphy","Virginia",2021,17,4397688,"Virginia",3,9.814,9.65,11.093,NA,-0.52,0.96,1.57,-0.91,0.07
"Trey Thompkins","Georgia",2011,37,41704,"Georgia",3,3.928,9.65,11.093,NA,-2.93,-2.27,NA,NA,NA
"Tristan Thompson","Texas",2011,4,51446,"Texas",1,7.665,NA,NA,NA,-2.98,-2.12,-1.53,-0.32,0.37
"Tristan da Silva","Colorado",2024,18,4702382,"Colorado",4,4.654,8.435,10.193,13.329,-1.84,-0.36,NA,NA,NA
"Tristen Newton","UConn",2024,49,4592965,"UConn",4,7.015,14.713,11.093,13.329,-2.23,-0.34,NA,NA,NA
"Troy Brown","Oregon",2018,15,4278508,"Oregon",1,6.649,NA,NA,NA,-1.83,-1.36,-0.48,-0.6,-0.92
"Ty Jerome","Virginia",2019,24,4065733,"Virginia",3,10.033,15.368,11.093,NA,-2.36,-1.6,-1.53,-2.09,-1.57
"Ty Lawson","UNC",2009,18,31608,"UNC",3,10.018,14.219,11.093,NA,1.08,1.99,2.01,2.18,1.82
"TyTy Washington","Kentucky",2022,29,4683749,"Kentucky",1,9.177,NA,NA,NA,-2.75,-3.4,-2.18,-1.65,NA
"Tyler Bey","Colorado",2020,36,4278502,"Colorado",3,3.657,8.861,10.836,NA,-3.28,NA,NA,NA,NA
"Tyler Dorsey","Oregon",2017,41,3915560,"Oregon",2,6.886,12.326,NA,NA,-2.89,-2.12,-1.36,NA,NA
"Tyler Ennis","Syracuse",2014,18,66601,"Syracuse",1,12.668,NA,NA,NA,-2.83,-2.54,-1.57,-1.13,NA
"Tyler Hansbrough","UNC",2009,13,27018,"UNC",4,20.752,14.606,11.093,13.329,-1.57,-2.36,-2,-1.94,-0.95
"Tyler Harvey","Eastern Washington",2015,51,56188,"Eastern Washington",3,14.207,15.485,11.093,NA,-10,NA,NA,NA,NA
"Tyler Herro","Kentucky",2019,13,4395725,"Kentucky",1,10.072,NA,NA,NA,-1.11,-1.33,-0.76,0.13,0.49
"Tyler Honeycutt","UCLA",2011,35,46171,"UCLA",2,3.211,4.732,NA,NA,-2.13,-1.82,NA,NA,NA
"Tyler Kolek","Marquette",2024,34,4433225,"Marquette",4,3.215,11.413,14.259,13.329,-0.57,-0.77,NA,NA,NA
"Tyler Lydon","Syracuse",2017,24,3934662,"Syracuse",2,6.402,12.14,NA,NA,-1.79,-2.39,NA,NA,NA
"Tyler Ulis","Kentucky",2016,34,3136194,"Kentucky",2,5.311,20.782,NA,NA,-1.48,-2.04,-1.59,NA,NA
"Tyler Zeller","UNC",2012,17,41465,"UNC",4,3.889,9.527,13.843,13.329,-3.45,-1.61,-1,-1.83,-1.46
"Tyreke Evans","Memphis",2009,4,41608,"Memphis",1,10.634,NA,NA,NA,-0.77,-1.36,-1.05,0.37,-1.16
"Tyrell Terry","Stanford",2020,31,4431747,"Stanford",1,10.285,NA,NA,NA,-1.63,-0.98,NA,NA,NA
"Tyrese Haliburton","Iowa State",2020,12,4396993,"Iowa State",2,6.102,15.217,NA,NA,-0.8,0.52,1.8,2.94,3.36
"Tyrese Martin","UConn",2022,51,4397179,"UConn",4,7.716,9.853,11.093,13.329,-2.18,-1.83,-1.85,NA,NA
"Tyrese Maxey","Kentucky",2020,21,4431678,"Kentucky",1,8.159,NA,NA,NA,-0.68,-0.56,0.96,2,0.88
"Tyrese Proctor","Duke",2025,49,5023693,"Duke",3,4.385,6.903,8.385,NA,-1.43,NA,NA,NA,NA
"Tyrone Wallace","California",2016,60,62208,"California",4,1.923,5.911,9.712,9.107,-2.24,-2.36,-2.12,-2.65,NA
"Tyshawn Taylor","Kansas",2012,41,41766,"Kansas",4,3.615,3.919,4.113,12.207,-2.21,-3.79,NA,NA,NA
"Tyus Jones","Duke",2015,24,3135046,"Duke",1,12.277,NA,NA,NA,-0.64,-0.86,0.97,0.11,0.26
"Udoka Azubuike","Kansas",2020,27,4066299,"Kansas",4,9.068,11.439,11.093,13.329,-2.71,-2.25,-2.46,-2.72,NA
"VJ Edgecombe","Baylor",2025,3,5124612,"Baylor",1,12.597,NA,NA,NA,-0.74,NA,NA,NA,NA
"Vernon Carey","Duke",2020,32,4431669,"Duke",1,13.432,NA,NA,NA,-2.54,-2.68,-2.26,NA,NA
"Vernon Macklin","Florida",2011,52,32019,"Florida",4,5.798,4.959,11.093,13.329,-2.8,NA,NA,NA,NA
"Victor Oladipo","Indiana",2013,2,51480,"Indiana",3,3.09,7.381,11.753,NA,-0.1,0.47,1.68,1.11,4.63
"Vince Williams","VCU",2022,47,4397227,"VCU",4,3.921,2.344,7.245,10.149,-1.24,-0.7,-1.54,-1.68,NA
"Vincent Edwards","Purdue",2018,52,3136989,"Purdue",4,6.107,7.631,12.808,13.39,-1.82,NA,NA,NA,NA
"Wade Baldwin","Vanderbilt",2016,17,3136696,"Vanderbilt",2,8.016,10.301,NA,NA,-2.63,-1.21,-2.67,NA,NA
"Walker Kessler","Auburn",2022,22,4433136,"Auburn",2,8.908,9.65,NA,NA,1.35,0.62,0.72,0.73,NA
"Wayne Ellington","UNC",2009,28,31606,"UNC",3,10.932,9.031,11.093,NA,-1.82,-2.63,-1.44,-0.79,-0.89
"Wendell Carter","Duke",2018,7,4277847,"Duke",1,12.106,NA,NA,NA,-1.66,-0.28,-1.23,0.34,0.19
"Wendell Moore","Duke",2022,26,4592187,"Duke",3,3.308,5.44,12.273,NA,-1.71,-1.07,-1.57,-0.65,NA
"Wes Iwundu","Kansas State",2017,33,67249,"Kansas State",4,3.958,2.489,5.46,12.158,-1.34,-0.74,-0.66,-2.54,-2.41
"Wesley Johnson","Syracuse",2010,4,31587,"Syracuse",3,12.693,9.65,11.093,NA,-1.57,-1.61,-2.31,-1.17,-1.49
"Will Barton","Memphis",2012,40,51259,"Memphis",2,4.014,18.592,NA,NA,-3.01,-2.67,-1.15,-1.33,-1.88
"Will Richard","Florida",2025,56,4897262,"Florida",4,5.584,5.713,9.332,13.329,-0.63,NA,NA,NA,NA
"Will Riley","Illinois",2025,21,5144126,"Illinois",1,7.147,NA,NA,NA,-2.02,NA,NA,NA,NA
"Willie Cauley-Stein","Kentucky",2015,6,61842,"Kentucky",3,3.792,5.187,7.711,NA,-0.64,-0.29,-0.28,1.29,0.8
"Willie Warren","Oklahoma",2010,54,41570,"Oklahoma",2,7.592,6.903,NA,NA,-0.96,NA,NA,NA,NA
"Xavier Henry","Kansas",2010,12,46115,"Kansas",1,7.872,NA,NA,NA,-1.97,-1.64,-2.6,-0.98,-0.97
"Xavier Thames","San Diego State",2014,59,46068,"San Diego State",4,5.302,3.446,18.136,13.329,-10,NA,NA,NA,NA
"Xavier Tillman","Michigan State",2020,35,4277964,"Michigan State",3,8.414,12.648,11.093,NA,-0.83,-0.23,-0.19,-0.14,-0.62
"Yanic Konan Niederhauser","Penn State",2025,30,5108024,"Penn State",3,7.144,9.65,11.093,NA,-0.92,NA,NA,NA,NA
"Yves Missi","Baylor",2024,21,5061589,"Baylor",1,7.671,NA,NA,NA,-2.44,-0.93,NA,NA,NA
"Zach Collins","Gonzaga",2017,10,4066650,"Gonzaga",1,11.267,NA,NA,NA,-2.35,-1.19,-1.54,-0.48,-0.65
"Zach Edey","Purdue",2024,9,4600663,"Purdue",4,11.585,25,25,13.329,-0.36,-0.08,NA,NA,NA
"Zach LaVine","UCLA",2014,13,66221,"UCLA",1,4.757,NA,NA,NA,-2.39,-1.26,-1.32,-1.65,-0.18
"Zeke Nnaji","Arizona",2020,22,4431690,"Arizona",1,12.504,NA,NA,NA,-1.79,-1.85,-1.25,-3.21,-1.72
"Zhaire Smith","Texas Tech",2018,16,4277923,"Texas Tech",1,9.81,NA,NA,NA,-1.91,-1.76,-1.82,NA,NA
"Ziaire Williams","Stanford",2021,10,4433137,"Stanford",1,4.277,NA,NA,NA,-0.62,-2.03,-2.17,-0.86,-0.86
"Zion Williamson","Duke",2019,1,4395628,"Duke",1,21.087,NA,NA,NA,1.06,1.81,1.69,2.15,1
